# Created on 2022-09-13 07:27:34 
# Sources: obs\TPKL1681.22O, nav\TPKL1681.22N
# Satellite: G21
# Interval: 30.0
# Sampling interval: 0.0 (not used).
# Site: TPKL
# Position (L, B, H): 78.5290569025, 42.4638637031, 1886.01891334
# Position (X, Y, Z): 937429.6846, 4619604.6444, 4285027.6573
# datetime format: %Y-%m-%dT%H:%M:%S
# Columns: tsn, hour, el, az, tec.l1l2, tec.p1p2, validity
# (I11,1X,F14.11,1X,F10.5,1X,F11.5,1X,F21.3,1X,F10.3,1X,I7)
       1690 14.08333333333   24.30293   314.45676              -135.796    119.714    4096
       1691 14.09166666667   24.47660   314.37598              -135.960    113.842    4096
       1692 14.10000000000   24.65000   314.29402              -136.152    116.336    4096
       1693 14.10833333333   24.82313   314.21088              -136.354    112.909    4096
       1694 14.11666666667   24.99598   314.12654              -136.454    111.539    4096
       1695 14.12500000000   25.16855   314.04101              -136.635    122.836    4096
       1696 14.13333333333   25.34083   313.95428              -136.824    122.836    4096
       1697 14.14166666667   25.51281   313.86633              -136.968    114.955    4096
       1698 14.15000000000   25.68449   313.77717              -137.073    114.803    4096
       1699 14.15833333333   25.85587   313.68679              -137.234    118.382    4096
       1700 14.16666666667   26.02694   313.59518              -137.392    117.116    4096
       1701 14.17500000000   26.19769   313.50233              -137.520    117.668    4096
       1702 14.18333333333   26.36812   313.40824              -137.612    115.507    4096
       1703 14.19166666667   26.53821   313.31290              -137.732    118.077    4096
       1704 14.20000000000   26.70798   313.21630              -137.815    128.832    4096
       1705 14.20833333333   26.87740   313.11844              -137.907    117.259    4096
       1706 14.21666666667   27.04648   313.01932              -137.999    117.259    4096
       1707 14.22500000000   27.21520   312.91892              -138.012    123.512    4096
       1708 14.23333333333   27.38357   312.81724              -138.097    123.512    4096
       1709 14.24166666667   27.55157   312.71427              -138.162    112.909    4096
       1710 14.25000000000   27.71919   312.61001              -138.231    111.129    4096
       1711 14.25833333333   27.88645   312.50444              -138.240    107.893    4096
       1712 14.26666666667   28.05331   312.39757              -138.306    108.531    4096
       1713 14.27500000000   28.21979   312.28939              -138.336    108.264    4096
       1714 14.28333333333   28.38587   312.17988              -138.379     96.967    4096
       1715 14.29166666667   28.55155   312.06905              -138.431    109.645    4096
       1716 14.30000000000   28.71681   311.95689              -138.454    110.863    4096
       1717 14.30833333333   28.88166   311.84338              -138.529    113.052    4096
       1718 14.31666666667   29.04609   311.72853              -138.592    117.668    4096
       1719 14.32500000000   29.21008   311.61233              -138.676    113.585    4096
       1720 14.33333333333   29.37364   311.49477              -138.776    117.230    4096
       1721 14.34166666667   29.53675   311.37584              -138.854    114.546    4096
       1722 14.35000000000   29.69941   311.25554              -138.882     98.642    4096
       1723 14.35833333333   29.86162   311.13386              -139.001    112.919    4096
       1724 14.36666666667   30.02335   311.01080              -139.001    113.985    4096
       1725 14.37500000000   30.18462   310.88635              -139.244    115.365    4096
       1726 14.38333333333   30.34540   310.76050              -139.353    122.160    4096
       1727 14.39166666667   30.50570   310.63325              -139.427    117.002    4096
       1728 14.40000000000   30.66550   310.50459              -139.565    106.370    4096
       1729 14.40833333333   30.82480   310.37451              -139.647    114.660    4096
       1730 14.41666666667   30.98359   310.24302              -139.733    109.483    4096
       1731 14.42500000000   31.14187   310.11009              -139.826    104.324    4096
       1732 14.43333333333   31.29961   309.97573              -139.943     98.233    4096
       1733 14.44166666667   31.45683   309.83994              -140.054    105.257    4096
       1734 14.45000000000   31.61350   309.70269              -140.159    109.645    4096
       1735 14.45833333333   31.76963   309.56400              -140.213    107.037    4096
       1736 14.46666666667   31.92520   309.42385              -140.249    100.127    4096
       1737 14.47500000000   32.08020   309.28224              -140.295    107.598    4096
       1738 14.48333333333   32.23464   309.13916              -140.331    114.137    4096
       1739 14.49166666667   32.38849   308.99460              -140.398    106.770    4096
       1740 14.50000000000   32.54175   308.84857              -140.468    115.622    4096
       1741 14.50833333333   32.69442   308.70105              -140.468    110.158    4096
       1742 14.51666666667   32.84648   308.55204              -140.539    117.563    4096
       1743 14.52500000000   32.99793   308.40154              -140.576    112.871    4096
       1744 14.53333333333   33.14876   308.24953              -140.663    113.318    4096
       1745 14.54166666667   33.29896   308.09602              -140.706    120.942    4096
       1746 14.55000000000   33.44851   307.94100              -140.763    111.015    4096
       1747 14.55833333333   33.59742   307.78447              -140.828    121.875    4096
       1748 14.56666666667   33.74568   307.62641              -140.918    107.855    4096
       1749 14.57500000000   33.89327   307.46683              -141.047    105.295    4096
       1750 14.58333333333   34.04018   307.30572              -141.113    100.945    4096
       1751 14.59166666667   34.18642   307.14308              -141.168    116.183    4096
       1752 14.60000000000   34.33196   306.97890              -141.276    108.978    4096
       1753 14.60833333333   34.47680   306.81317              -141.356    113.433    4096
       1754 14.61666666667   34.62094   306.64590              -141.422    111.986    4096
       1755 14.62500000000   34.76435   306.47708              -141.538    106.485    4096
       1756 14.63333333333   34.90704   306.30671              -141.591    114.660    4096
       1757 14.64166666667   35.04899   306.13477              -141.615    112.881    4096
       1758 14.65000000000   35.19020   305.96128              -141.626    107.589    4096
       1759 14.65833333333   35.33065   305.78622              -141.697    107.589    4096
       1760 14.66666666667   35.47033   305.60959              -141.711    108.674    4096
       1761 14.67500000000   35.60925   305.43139              -141.738    110.044    4096
       1762 14.68333333333   35.74738   305.25161              -141.725    107.589    4096
       1763 14.69166666667   35.88472   305.07026              -141.756    103.353    4096
       1764 14.70000000000   36.02125   304.88733              -141.782    111.129    4096
       1765 14.70833333333   36.15698   304.70281              -141.816    105.657    4096
       1766 14.71666666667   36.29188   304.51671              -141.878    108.112    4096
       1767 14.72500000000   36.42596   304.32903              -141.913    112.614    4096
       1768 14.73333333333   36.55919   304.13975              -141.952    107.037    4096
       1769 14.74166666667   36.69158   303.94889              -141.980    103.915    4096
       1770 14.75000000000   36.82310   303.75643              -142.052    109.645    4096
       1771 14.75833333333   36.95375   303.56238              -142.097    115.365    4096
       1772 14.76666666667   37.08353   303.36674              -142.158    108.264    4096
       1773 14.77500000000   37.21242   303.16950              -142.249    100.755    4096
       1774 14.78333333333   37.34041   302.97067              -142.266    110.606    4096
       1775 14.79166666667   37.46749   302.77024              -142.305     96.034    4096
       1776 14.80000000000   37.59365   302.56821              -142.371     97.262    4096
       1777 14.80833333333   37.71888   302.36458              -142.424    104.324    4096
       1778 14.81666666667   37.84317   302.15936              -142.454    112.091    4096
       1779 14.82500000000   37.96652   301.95255              -142.496    107.332    4096
       1780 14.83333333333   38.08890   301.74414              -142.545    124.625    4096
       1781 14.84166666667   38.21032   301.53413              -142.583    121.875    4096
       1782 14.85000000000   38.33076   301.32253              -142.617    115.736    4096
       1783 14.85833333333   38.45021   301.10935              -142.644    108.112    4096
       1784 14.86666666667   38.56866   300.89457              -142.610    105.847    4096
       1785 14.87500000000   38.68611   300.67820              -142.633    108.940    4096
       1786 14.88333333333   38.80253   300.46025              -142.683    111.120    4096
       1787 14.89166666667   38.91792   300.24071              -142.667    104.581    4096
       1788 14.90000000000   39.03228   300.01960              -142.694    106.884    4096
       1789 14.90833333333   39.14558   299.79691              -142.691    110.568    4096
       1790 14.91666666667   39.25783   299.57264              -142.721    120.276    4096
       1791 14.92500000000   39.36901   299.34681              -142.726    111.282    4096
       1792 14.93333333333   39.47910   299.11941              -142.732    112.614    4096
       1793 14.94166666667   39.58811   298.89045              -142.736    112.205    4096
       1794 14.95000000000   39.69602   298.65994              -142.723    103.249    4096
       1795 14.95833333333   39.80281   298.42787              -142.763    109.226    4096
       1796 14.96666666667   39.90849   298.19426              -142.751    116.964    4096
       1797 14.97500000000   40.01304   297.95910              -142.777    121.351    4096
       1798 14.98333333333   40.11644   297.72241              -142.791    114.803    4096
       1799 14.99166666667   40.21870   297.48420              -142.828    109.083    4096
       1800 15.00000000000   40.31980   297.24446              -142.869    111.282    4096
       1801 15.00833333333   40.41973   297.00321              -142.906    107.189    4096
       1802 15.01666666667   40.51847   296.76045              -142.936    111.015    4096
       1803 15.02500000000   40.61603   296.51619              -142.982    112.462    4096
       1804 15.03333333333   40.71239   296.27044              -142.989    111.282    4096
       1805 15.04166666667   40.80754   296.02320              -143.015    107.960    4096
       1806 15.05000000000   40.90147   295.77449              -143.067    107.332    4096
       1807 15.05833333333   40.99417   295.52432              -143.116    108.407    4096
       1808 15.06666666667   41.08563   295.27269              -143.125    117.820    4096
       1809 15.07500000000   41.17585   295.01961              -143.161    110.197    4096
       1810 15.08333333333   41.26480   294.76510              -143.200    111.681    4096
       1811 15.09166666667   41.35249   294.50916              -143.202    111.129    4096
       1812 15.10000000000   41.43891   294.25181              -143.233    108.112    4096
       1813 15.10833333333   41.52404   293.99305              -143.239    102.954    4096
       1814 15.11666666667   41.60787   293.73291              -143.249    101.098    4096
       1815 15.12500000000   41.69040   293.47138              -143.280    109.749    4096
       1816 15.13333333333   41.77162   293.20849              -143.280    103.915    4096
       1817 15.14166666667   41.85152   292.94424              -143.292     98.747    4096
       1818 15.15000000000   41.93008   292.67865              -143.321    100.384    4096
       1819 15.15833333333   42.00731   292.41173              -143.349    114.546    4096
       1820 15.16666666667   42.08318   292.14349              -143.332    111.234    4096
       1821 15.17500000000   42.15770   291.87396              -143.309    108.264    4096
       1822 15.18333333333   42.23086   291.60314              -143.379    111.834    4096
       1823 15.19166666667   42.30264   291.33106              -143.373    106.732    4096
       1824 15.20000000000   42.37304   291.05771              -143.427    102.164    4096
       1825 15.20833333333   42.44205   290.78313              -143.435    109.902    4096
       1826 15.21666666667   42.50966   290.50732              -143.425    114.394    4096
       1827 15.22500000000   42.57586   290.23031              -143.452    114.394    4096
       1828 15.23333333333   42.64065   289.95211              -143.482    109.492    4096
       1829 15.24166666667   42.70401   289.67273              -143.474    108.826    4096
       1830 15.25000000000   42.76595   289.39220              -143.490    103.772    4096
       1831 15.25833333333   42.82645   289.11053              -143.521    103.249    4096
       1832 15.26666666667   42.88551   288.82775              -143.567     97.890    4096
       1833 15.27500000000   42.94311   288.54386              -143.582    103.506    4096
       1834 15.28333333333   42.99926   288.25889              -143.625    105.038    4096
       1835 15.29166666667   43.05394   287.97285              -143.612    107.893    4096
       1836 15.30000000000   43.10715   287.68578              -143.643    107.294    4096
       1837 15.30833333333   43.15888   287.39768              -143.673    115.070    4096
       1838 15.31666666667   43.20913   287.10858              -143.665    105.143    4096
       1839 15.32500000000   43.25788   286.81849              -143.738    107.855    4096
       1840 15.33333333333   43.30514   286.52745              -143.764    106.922    4096
       1841 15.34166666667   43.35089   286.23546              -143.787    109.083    4096
       1842 15.35000000000   43.39514   285.94255              -143.844    115.212    4096
       1843 15.35833333333   43.43787   285.64875              -143.846    115.212    4096
       1844 15.36666666667   43.47908   285.35407              -143.902    110.311    4096
       1845 15.37500000000   43.51876   285.05854              -143.934    114.955    4096
       1846 15.38333333333   43.55692   284.76217              -144.008    109.188    4096
       1847 15.39166666667   43.59353   284.46500              -143.974    109.378    4096
       1848 15.40000000000   43.62861   284.16705              -144.002    113.280    4096
       1849 15.40833333333   43.66215   283.86833              -144.022    124.483    4096
       1850 15.41666666667   43.69413   283.56887              -143.985    108.569    4096
       1851 15.42500000000   43.72457   283.26870              -143.992    104.619    4096
       1852 15.43333333333   43.75344   282.96784              -143.977     98.861    4096
       1853 15.44166666667   43.78076   282.66631              -143.998    102.573    4096
       1854 15.45000000000   43.80651   282.36414              -144.007     92.313    4096
       1855 15.45833333333   43.83069   282.06136              -143.988     97.519    4096
       1856 15.46666666667   43.85331   281.75797              -143.951    107.750    4096
       1857 15.47500000000   43.87435   281.45403              -143.929    111.424    4096
       1858 15.48333333333   43.89381   281.14953              -143.901    113.166    4096
       1859 15.49166666667   43.91170   280.84453              -143.838    101.726    4096
       1860 15.50000000000   43.92800   280.53902              -143.877    109.492    4096
       1861 15.50833333333   43.94272   280.23305              -143.841    105.438    4096
       1862 15.51666666667   43.95586   279.92664              -143.784    117.268    4096
       1863 15.52500000000   43.96741   279.61981              -143.750    108.417    4096
       1864 15.53333333333   43.97737   279.31260              -143.780    104.990    4096
       1865 15.54166666667   43.98574   279.00501              -143.736     97.671    4096
       1866 15.55000000000   43.99253   278.69709              -143.679    105.695    4096
       1867 15.55833333333   43.99772   278.38886              -143.668    116.564    4096
       1868 15.56666666667   44.00132   278.08033              -143.639    113.061    4096
       1869 15.57500000000   44.00332   277.77155              -143.617    117.678    4096
       1870 15.58333333333   44.00374   277.46253              -143.628    106.884    4096
       1871 15.59166666667   44.00256   277.15330              -143.644    100.488    4096
       1872 15.60000000000   43.99980   276.84389              -143.671    111.129    4096
       1873 15.60833333333   43.99544   276.53432              -143.639    115.888    4096
       1874 15.61666666667   43.98949   276.22462              -143.650    121.761    4096
       1875 15.62500000000   43.98195   275.91482              -143.643    107.484    4096
       1876 15.63333333333   43.97282   275.60493              -143.667    107.455    4096
       1877 15.64166666667   43.96210   275.29499              -143.727    106.780    4096
       1878 15.65000000000   43.94980   274.98502              -143.750    107.037    4096
       1879 15.65833333333   43.93591   274.67505              -143.797    107.037    4096
       1880 15.66666666667   43.92045   274.36510              -143.797    112.509    4096
       1881 15.67500000000   43.90340   274.05520              -143.800    119.010    4096
       1882 15.68333333333   43.88478   273.74538              -143.848    113.728    4096
       1883 15.69166666667   43.86458   273.43565              -143.879    105.552    4096
       1884 15.70000000000   43.84281   273.12604              -143.950    105.818    4096
       1885 15.70833333333   43.81947   272.81658              -143.957    112.357    4096
       1886 15.71666666667   43.79457   272.50730              -143.931    115.070    4096
       1887 15.72500000000   43.76810   272.19821              -143.940    114.660    4096
       1888 15.73333333333   43.74008   271.88935              -143.915    112.652    4096
       1889 15.74166666667   43.71050   271.58073              -143.922    105.552    4096
       1890 15.75000000000   43.67937   271.27238              -143.912    102.839    4096
       1891 15.75833333333   43.64670   270.96432              -143.922    111.272    4096
       1892 15.76666666667   43.61248   270.65658              -143.902    110.863    4096
       1893 15.77500000000   43.57673   270.34918              -143.855    106.780    4096
       1894 15.78333333333   43.53945   270.04214              -143.817    104.733    4096
       1895 15.79166666667   43.50064   269.73549              -143.788    104.581    4096
       1896 15.80000000000   43.46030   269.42925              -143.792    108.978    4096
       1897 15.80833333333   43.41845   269.12343              -143.752    108.969    4096
       1898 15.81666666667   43.37509   268.81807              -143.754    112.462    4096
       1899 15.82500000000   43.33023   268.51318              -143.728    115.926    4096
       1900 15.83333333333   43.28387   268.20879              -143.711    112.062    4096
       1901 15.84166666667   43.23601   267.90491              -143.722    112.919    4096
       1902 15.85000000000   43.18666   267.60158              -143.704    112.909    4096
       1903 15.85833333333   43.13584   267.29879              -143.678    100.527    4096
       1904 15.86666666667   43.08354   266.99659              -143.703    100.793    4096
       1905 15.87500000000   43.02978   266.69498              -143.725    109.378    4096
       1906 15.88333333333   42.97455   266.39399              -143.701    112.871    4096
       1907 15.89166666667   42.91788   266.09364              -143.661    117.525    4096
       1908 15.90000000000   42.85975   265.79394              -143.652    107.446    4096
       1909 15.90833333333   42.80019   265.49491              -143.634    107.037    4096
       1910 15.91666666667   42.73920   265.19658              -143.647    100.641    4096
       1911 15.92500000000   42.67678   264.89895              -143.668    106.665    4096
       1912 15.93333333333   42.61295   264.60205              -143.661    117.259    4096
       1913 15.94166666667   42.54771   264.30590              -143.616    108.007    4096
       1914 15.95000000000   42.48107   264.01050              -143.630    122.579    4096
       1915 15.95833333333   42.41304   263.71588              -143.559    115.774    4096
       1916 15.96666666667   42.34363   263.42206              -143.565    108.160    4096
       1917 15.97500000000   42.27284   263.12904              -143.558    103.801    4096
       1918 15.98333333333   42.20069   262.83684              -143.532    114.394    4096
       1919 15.99166666667   42.12718   262.54549              -143.518    108.417    4096
       1920 16.00000000000   42.05232   262.25497              -143.525    104.324    4096
       1921 16.00833333333   41.97612   261.96535              -143.525    111.796    4096
       1922 16.01666666667   41.89859   261.67659              -143.557    115.917    4096
       1923 16.02500000000   41.81974   261.38873              -143.514    122.579    4096
       1924 16.03333333333   41.73957   261.10177              -143.546    113.575    4096
       1925 16.04166666667   41.65810   260.81573              -143.546    111.796    4096
       1926 16.05000000000   41.57534   260.53063              -143.586    112.091    4096
       1927 16.05833333333   41.49130   260.24646              -143.565    105.952    4096
       1928 16.06666666667   41.40597   259.96326              -143.601    102.535    4096
       1929 16.07500000000   41.31939   259.68101              -143.584    110.577    4096
       1930 16.08333333333   41.23154   259.39975              -143.605    117.259    4096
       1931 16.09166666667   41.14245   259.11947              -143.569    114.403    4096
       1932 16.10000000000   41.05213   258.84019              -143.529    116.031    4096
       1933 16.10833333333   40.96057   258.56191              -143.489    113.842    4096
       1934 16.11666666667   40.86780   258.28465              -143.498    112.652    4096
       1935 16.12500000000   40.77383   258.00842              -143.469    112.919    4096
       1936 16.13333333333   40.67865   257.73322              -143.416    103.810    4096
       1937 16.14166666667   40.58229   257.45906              -143.418    114.251    4096
       1938 16.15000000000   40.48476   257.18595              -143.377    114.251    4096
       1939 16.15833333333   40.38605   256.91389              -143.308    107.598    4096
       1940 16.16666666667   40.28619   256.64290              -143.268    113.328    4096
       1941 16.17500000000   40.18519   256.37298              -143.263     96.853    4096
       1942 16.18333333333   40.08305   256.10413              -143.239    103.763    4096
       1943 16.19166666667   39.97978   255.83637              -143.248    113.176    4096
       1944 16.20000000000   39.87540   255.56970              -143.185    116.745    4096
       1945 16.20833333333   39.76991   255.30412              -143.132    112.386    4096
       1946 16.21666666667   39.66333   255.03963              -143.088    113.318    4096
       1947 16.22500000000   39.55567   254.77626              -143.048    101.307    4096
       1948 16.23333333333   39.44693   254.51399              -143.077    102.430    4096
       1949 16.24166666667   39.33713   254.25283              -143.051    107.998    4096
       1950 16.25000000000   39.22628   253.99278              -143.025    107.998    4096
       1951 16.25833333333   39.11438   253.73386              -143.019    108.560    4096
       1952 16.26666666667   39.00146   253.47606              -142.972    105.695    4096
       1953 16.27500000000   38.88751   253.21938              -142.946    105.695    4096
       1954 16.28333333333   38.77255   252.96383              -142.901    102.125    4096
       1955 16.29166666667   38.65659   252.70942              -142.873    102.944    4096
       1956 16.30000000000   38.53964   252.45613              -142.850    105.961    4096
       1957 16.30833333333   38.42171   252.20398              -142.857    100.079    4096
       1958 16.31666666667   38.30282   251.95296              -142.778     98.604    4096
       1959 16.32500000000   38.18296   251.70307              -142.744    102.278    4096
       1960 16.33333333333   38.06216   251.45433              -142.715    111.282    4096
       1961 16.34166666667   37.94042   251.20672              -142.684    105.666    4096
       1962 16.35000000000   37.81775   250.96025              -142.600    118.791    4096
       1963 16.35833333333   37.69417   250.71492              -142.518    111.653    4096
       1964 16.36666666667   37.56968   250.47073              -142.489    113.023    4096
       1965 16.37500000000   37.44430   250.22767              -142.495    113.023    4096
       1966 16.38333333333   37.31803   249.98575              -142.476    100.755    4096
       1967 16.39166666667   37.19088   249.74497              -142.475    113.842    4096
       1968 16.40000000000   37.06287   249.50532              -142.433    113.699    4096
       1969 16.40833333333   36.93401   249.26680              -142.405    111.948    4096
       1970 16.41666666667   36.80430   249.02942              -142.358    116.707    4096
       1971 16.42500000000   36.67375   248.79316              -142.327    105.542    4096
       1972 16.43333333333   36.54239   248.55804              -142.352    106.218    4096
       1973 16.44166666667   36.41020   248.32404              -142.330    108.264    4096
       1974 16.45000000000   36.27722   248.09117              -142.354    111.015    4096
       1975 16.45833333333   36.14344   247.85941              -142.295    116.183    4096
       1976 16.46666666667   36.00888   247.62878              -142.242    113.613    4096
       1977 16.47500000000   35.87354   247.39926              -142.212    117.782    4096
       1978 16.48333333333   35.73745   247.17085              -142.170    111.386    4096
       1979 16.49166666667   35.60059   246.94355              -142.154    110.311    4096
       1980 16.50000000000   35.46300   246.71736              -142.116    102.697    4096
       1981 16.50833333333   35.32466   246.49227              -142.093    111.653    4096
       1982 16.51666666667   35.18561   246.26828              -142.025    104.058    4096
       1983 16.52500000000   35.04584   246.04538              -142.019    119.981    4096
       1984 16.53333333333   34.90537   245.82358              -141.995    114.546    4096
       1985 16.54166666667   34.76420   245.60286              -141.947    114.108    4096
       1986 16.55000000000   34.62234   245.38322              -141.921    110.872    4096
       1987 16.55833333333   34.47981   245.16465              -141.853    111.681    4096
       1988 16.56666666667   34.33661   244.94717              -141.782    118.191    4096
       1989 16.57500000000   34.19276   244.73074              -141.691    113.842    4096
       1990 16.58333333333   34.04825   244.51539              -141.674    107.341    4096
       1991 16.59166666667   33.90311   244.30109              -141.657    117.668    4096
       1992 16.60000000000   33.75734   244.08784              -141.657    117.668    4096
       1993 16.60833333333   33.61095   243.87564              -141.516    117.516    4096
       1994 16.61666666667   33.46395   243.66448              -141.425    112.766    4096
       1995 16.62500000000   33.31635   243.45436              -141.428    109.902    4096
       1996 16.63333333333   33.16816   243.24527              -141.368    124.473    4096
       1997 16.64166666667   33.01938   243.03720              -141.283    118.077    4096
       1998 16.65000000000   32.87002   242.83016              -141.221    110.158    4096
       1999 16.65833333333   32.72011   242.62412              -141.223    114.518    4096
       2000 16.66666666667   32.56963   242.41910              -141.124    111.539    4096
       2001 16.67500000000   32.41861   242.21508              -141.029    109.787    4096
       2002 16.68333333333   32.26704   242.01205              -141.038    108.303    4096
       2003 16.69166666667   32.11495   241.81001              -140.901    116.031    4096
       2004 16.70000000000   31.96234   241.60896              -140.859    102.839    4096
       2005 16.70833333333   31.80921   241.40888              -140.808    106.370    4096
       2006 16.71666666667   31.65557   241.20977              -140.856    108.150    4096
       2007 16.72500000000   31.50144   241.01163              -140.633    108.150    4096
       2008 16.73333333333   31.34682   240.81444              -140.552    115.070    4096
